ID,Evidence level,Family,Experiment,Result,Verdict,Primary source,Status,Evidence tier,Overlap cluster,Update batch
M39,Synthetic / diagnostics,Sensitivity modes,Jacobian and actual error-impact spectra,90% of Jacobian energy in 11 modes; 90% of actual sigma-error impact in 6 modes.,Useful compression clue,Pasted text (5).txt,Scientific / recorded,Synthetic / mixed,Control variates,Prior catalog
M40,Synthetic width 256; oracle pair moments,Explicit bivariate Edgeworth closure,"Third- and fourth-order pair correction using c21, c31, c22 and marginal cumulants",Gaussian next-variance relative RMS 2.564%; third order 1.009%; third+fourth order 0.288%.,Strong one-step mathematical result,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Oracle / diagnostic,Moment/cumulant closure,Prior catalog
M41,Synthetic sampled higher moments with oracle first/second moments,Edgeworth moment sampling,Sample-count sweep for pairwise higher moments,"Layer-31 relative RMS: 1.381% at 1,500; 1.008% at 3,000; 0.779% at 6,000; 0.632% at 12,000; 0.552% at 24,000; 0.516% at 48,000.",Higher moments are estimable but expensive,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Oracle / diagnostic,Moment/cumulant closure,Prior catalog
M42,"Fully deployable synthetic 6,000-sample moments",Edgeworth covariance closure,"Estimate first, second, and higher pair moments from the same pilot",Performance became roughly tied with directly sampled sigma at about 1.8–2.4%; the earlier ~0.9% result relied on oracle first/second moments.,No deployable advantage,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M43,Synthetic depth ablation,Higher Edgeworth terms,Add the formal kappa3-squared term,Improved early layers but worsened deep-layer errors by roughly 14–48%.,Asymptotic series should be truncated,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M44,Synthetic self-consistent width-64 rollout,Edgeworth rollout stability,Damp oracle and sampled covariance corrections during recursive rollout,"Gaussian final MSE 8.52e-5; oracle strengths 0.25 and 0.50 gave 6.53e-5 and 3.92e-5; 0.75 was unstable; 6,000-sample correction was unstable even at low strengths.",One-step accuracy is insufficient; stability unresolved,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M45,"Synthetic width 256; 6,000 samples",Covariance shrinkage,Raw sample covariance versus Ledoit–Wolf and OAS,"Quadratic-form errors 2.1096%, 2.1089%, and 2.1082%, respectively.",No meaningful gain,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M46,Oracle synthetic width 256,Covariance compression,Replace/correct top sample-eigenvector blocks of size 8–128,Errors: top 8 1.605%; 16 1.369%; 32 1.058%; 64 0.736%; 128 0.371%.,Relevant covariance defect remains high-dimensional,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Oracle / diagnostic,Particle compression,Prior catalog
M47,Synthetic held-out learning,Pairwise denoising,Learn pair residuals with ordinary pairwise loss,"Held-out pair residual R2 about 0.91, but contracted next-variance error worsened to 4.68% versus 2.19% for direct sampled covariance.",Pairwise RMSE/R2 is the wrong objective,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Full-width holdout,Learned white-box models,Prior catalog
M48,Synthetic,Mehler/Hermite covariance closure,Naive empirical Mehler and Hermite expansions at increasing order,Became unstable at moderate order and worsened deep-layer errors.,Failed in naive form,CONTINUED_EXPERIMENT_REPORT.md,Closed,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M49,Synthetic width 256,Edgeworth component shrinkage,Term-wise shrinkage of noisy Edgeworth corrections,Improved error by only about 4%.,Too small,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M50,Synthetic structured sampling,Higher-moment estimation,"Use structured directions for centered M21, M22, and M31 estimates",Did not improve consistently; cancellation dominated the estimates.,No reliable gain,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M51,Official Mini records; 20 fit / 20 test,Output calibration,Fit a global quadratic/calibration direction on official records,Gained 2.2% in-sample but worsened the untouched records; held-out gain about 0.996x.,Does not generalize,CONTINUED_EXPERIMENT_REPORT.md,Scientific / recorded,Official-like,Control variates,Prior catalog
M52,Synthetic cross-width held-out learning,Learned bivariate correction,Universal extra-trees and histogram-gradient-boosting pair-residual models,Extra-trees pair R2 0.561 and next-sigma RMS 1.782%; HGB R2 0.746 and 1.699%; direct empirical covariance achieved 1.459%.,"Residual is learnable, but model loses downstream",CONTINUATION_REPORT.md,Scientific / recorded,Full-width holdout,Learned white-box models,Prior catalog
M53,Synthetic width 256; pilot-aware held-out learning,Learned bivariate correction,Allow model to see empirical pilot ReLU residual features,"Pair residual R2 reached 0.904 and next-sigma RMS 1.467%, still slightly worse than direct empirical covariance at 1.459%.",High pair accuracy still not operationally useful,CONTINUATION_REPORT.md,Scientific / recorded,Full-width holdout,Learned white-box models,Prior catalog
M54,Synthetic held-out tuning,Covariance blending,Blend empirical covariance with learned pair correction,Chosen beta was 0.05 for universal models and 0.575 for pilot-aware model; best apparent gain was below 0.03% relative and within uncertainty.,Closed for current models/features,CONTINUATION_REPORT.md,Closed,Full-width holdout,Moment/cumulant closure,Prior catalog
M55,Reduced-width full-rollout ablation,Recursive compatibility,Combine learned covariance and Edgeworth mean corrections separately and jointly,"Learned covariance reduced final sigma error about 25.3% -> 14.2%; each component helped with the other Gaussian, but applying both at full strength worsened final mean MSE.",Approximate mean and covariance states are mutually inconsistent,CONTINUATION_REPORT.md,Scientific / recorded,Synthetic / mixed,Moment/cumulant closure,Prior catalog
M56,Synthetic sensitivity audit,Rare-switching follow-up,Measure modal-sign deviations and sensitivity-weighted switching,"Sensitivity-weighted switching remained around 30%, despite large median |mu/sigma| in deep layers.",Global rare-switch expansion closed,CONTINUATION_REPORT.md,Closed,Synthetic / mixed,Other,Prior catalog
M57,Synthetic larger-sample audit,Pruning follow-up,Validate neurons labeled always-on/off by a finite pilot,Some candidates had true switching probabilities around 0.4–0.46 under larger samples.,Pilot-only exact pruning unsafe,CONTINUATION_REPORT.md,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
M58,Analytic identity,Weight-scale homotopy,Scale every layer by positive global factors,Activation regions and standardized moments are unchanged; activations only receive deterministic scale powers.,Closed analytically,CONTINUATION_REPORT.md,Closed,Proof / analytic,Other,Prior catalog
M59,Synthetic pair-model follow-up,Pair distribution models,Naive Gaussian-mixture and Gaussian-copula pair estimators,Did not beat direct empirical pair moments at matched samples.,Closed in tested forms,CONTINUATION_REPORT.md,Closed,Synthetic / mixed,Other,Prior catalog
M60,Synthetic held-out learning,Direct quadratic-form correction,Models trained on next-layer variance corrections and analytic/empirical covariance shrinkage,Held-out models selected almost entirely empirical covariance and produced no material improvement.,Closed for current feature/model classes,CONTINUATION_REPORT.md,Closed,Full-width holdout,Control variates,Prior catalog
A01,Local full 31-layer forward,Arithmetic,Dense Kerdock propagation,~268.4B analytical FLOPs.,Reference implementation,PUBLIC_POST.md,Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
A02,Local full 31-layer forward,Arithmetic,Three-level batched Strassen,~211.1B analytical FLOPs; projected local adjusted score ~1.79e-7.,Large counted-FLOP improvement,PUBLIC_POST.md,Scientific / recorded,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
A03,Local analytical,Arithmetic,Three-level Winograd variant,~208.0B projected; projected score ~1.75e-7.,Slight theoretical improvement over Strassen,STRATEGY(1).md,Scientific / recorded,Proof / analytic,Suffix compilation & arithmetic,Prior catalog
A04,Official graded,Implementation,First Strassen submission,Timed out / failed all MLPs because implementation overhead exceeded guard.,Failed operationally,PUBLIC_POST.md,Closed,Official-like,Other,Prior catalog
A05,Local and official graded,Implementation,Replace einsum with fnp.matmul and improve batching,Matmul measured ~69x faster; local runtime 18.75s → 5.28s. Graded score 2.39e-7 because residual wall-clock erased projected benefit.,"Engineering improvement, score gain lost",PUBLIC_POST.md,Scientific / recorded,Official-like,Other,Prior catalog
A06,Local grader,Implementation,Assembly-free / persistent-layout Kerdock-Winograd kernel,"170.91B tracked, 175.52B effective, multiplier 0.6453, no failures; one-network adjusted result ~1.12e-7. Not validated over full official suite in supplied logs.",Strongest local compute result,Pasted text(7).txt; Pasted text(10).txt,Leading / active,Synthetic / mixed,Suffix compilation & arithmetic,Prior catalog
A07,Local,Implementation,Quadtree assembly-free transform,Reduced billed work by ~2.8%; persistent layout retained.,Small positive,Pasted text(7).txt,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
A08,Local,Matrix factorization,Five-coordinate rank-7 factorization,Reduced additions but wall-clock/materialization overhead was worse.,Rejected,Pasted text(7).txt,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
A09,Local,Matrix multiplication,Alternative-basis Strassen construction,"Algebraically worked, but finite-size arithmetic cost was worse than Winograd.",Rejected,Pasted text(7).txt,Scientific / recorded,Synthetic / mixed,Static/structured sampling,Prior catalog
A10,Local numerical validation,Bivariate Gaussian integral,"Drezner–Wesolowsky integral after r=sin(theta), 8-node quadrature",Matched Cho–Saul arc-cosine kernel to ~1.1e-16.,Successful numerical primitive,PUBLIC_POST.md,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
A11,Analytical FLOP proxy; grader validation pending,Moment-pilot budget sizing,"Complete Haar bases at 10, 11, 12, and 13 bases","5,120 points 7.880%; 5,632 8.668%; 6,144 9.456%; 6,656 10.244% of budget from sample-forward FLOPs alone. Excludes moment operations and residual wall time.","Start with 5,632; validate actual accounting",CONTINUATION_REPORT.md; RECOMMENDED_NEXT_ESTIMATOR.md,Scientific / recorded,Proof / analytic,Moment/cumulant closure,Prior catalog
T01,Numerical theory audit,Harmonic spectrum,Compose infinite-width ReLU dual kernel and expand in Gegenbauer harmonics,"At d=256/depth32, ~39.8% of nonconstant variance above degree 12; heavy tail robust.",Core theoretical model,Pasted text (7).txt,Scientific / recorded,Synthetic / mixed,Theory & proof,Prior catalog
T02,Numerical theory audit,Kerdock frame potentials,Closed-form harmonic potentials from Kerdock/MUB inner products,Exact cancellation through degree 5; N·P6=2.062035; limiting-kernel MSE 2.43366e-7; gain 1.572x vs IID.,Successful / central result,Pasted text (7).txt,Scientific / recorded,Synthetic / mixed,Theory & proof,Prior catalog
T03,Official-development validation,Parameter-free prediction,Predict Kerdock-vs-Sobol gain from spectrum and point geometry,Predicted 1.4972x; measured 1.4855x; 0.78% discrepancy. Absolute Kerdock prediction within ~5%.,Strong validation,PUBLIC_POST.md,Scientific / recorded,Official-like,Static/structured sampling,Prior catalog
T04,Numerical stability audit,Spectrum evaluation,Monomial-to-Gegenbauer recurrence and truncation convergence,"Harmonic reconstruction at truncation 4,096 agreed with direct kernel evaluation to 0.071%; avoided negative-variance cancellation.",Successful,PUBLIC_POST.md; Pasted text (7).txt,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
T05,Analytic / numerical,Fixed-node weighting,Optimize weights over the 129 Kerdock bases and competing configurations,Uniform Kerdock/MUB weights remained optimal for fixed support/family; unequal basis weighting did not help.,Closed within tested family,PUBLIC_POST.md; Pasted text (7).txt,Closed,Proof / analytic,Static/structured sampling,Prior catalog
T06,Low-dimensional numerical search,Global geometry,d=4 MUB perturbations and random searches,"224,000 tangent perturbations, 4,000 random configurations, and 6,000 orthogonal-basis searches initially found nothing better; closest alternatives ≥11% worse.","Strong local evidence, later superseded globally",Pasted text (7).txt,Superseded,Synthetic / mixed,Other,Prior catalog
T07,Low-dimensional numerical search,Global geometry,"d=16, N=288 comparison",Median limiting-kernel MSE: MUB 5.3e-5; random orthogonal 6.4e-5; Sobol 7.1e-5; IID antipodal 8.2e-5; optimized random orthogonal still 21.7% worse.,Strong evidence for MUB,Pasted text (7).txt,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
T08,Finite-width analysis,Kernel approximation,First-order finite-width correction and direct finite-network tests,Correction helped shallow networks but sometimes failed badly at depth; finite-width effects were nonuniform.,Infinite-width model not exact at width 256,Pasted text (7).txt,Scientific / recorded,Synthetic / mixed,Other,Prior catalog
T09,Numerical optimization bound,Kernel-energy lower bound,"Delsarte-style auxiliary polynomial at d=256/depth32/N=66,048",Kerdock 2.433660e-7 vs numerical lower bound 2.428983e-7: within ~0.192% of optimal among nonnegative-weight rules. Lacks interval-certified continuum proof. This first bound was later tightened to a 0.02337% maximum gap.,Superseded by T13 tightened certificate,Pasted text (7).txt; EXPERIMENT_REPORT_V3.md,Superseded,Synthetic / mixed,Theory & proof,Prior catalog
T10,Low-dimensional counterexample,Kernel-energy optimization,"Explicit d=4, 24-point configurations optimized against deep-ReLU kernel","Relative to MUB: 0.96353 at depth4, 0.99873 at depth16, 0.99983 at depth32; finite-width confirmation at widths 64/256 with paired z≈−5.0/−9.7.",Disproves exact global optimality from design exactness,Pasted text (7).txt,Scientific / recorded,Synthetic / mixed,Theory & proof,Prior catalog
